city,temp,temp_max,temp_min,lon,lat
Sailly-Labourse,6.45,7.18,4.87,2.69708,50.501202
Sailly-lez-Lannoy,6.36,7.11,5.4,3.21667,50.650002
Sailly-sur-la-Lys,6.71,7.25,5.56,2.76872,50.658199
Sain-Bel,1.52,2.66,-0.21,4.59815,45.810699
Sainghin-en-Mélantois,6.32,7.13,5.42,3.16667,50.583328
Sainghin-en-Weppes,6.45,7.16,5.0,2.89804,50.564072
Sains-du-Nord,3.81,6.29,2.45,4.00898,50.093769
Sains-en-Amiénois,4.02,4.47,3.93,2.3166700000000002,49.816669
Sains-en-Gohelle,6.12,6.92,4.63,2.68301,50.445122
Saint-Abit,7.46,9.65,5.45,-0.30000000000000004,43.200001
Saint-Affrique,6.5,6.5,4.2,2.88915,43.95575
Saint-Agathon,5.18,6.79,2.29,-3.10525,48.55867
Saint-Agnan-le-Malherbe,4.33,4.4,3.73,-0.5790500000000001,49.043461
Saint-Agnan-sur-Erre,5.43,7.27,2.51,0.7266600000000001,48.319279
Saint-Agnant,4.06,4.08,3.08,-0.9611900000000001,45.873539
Saint-Agnant-de-Versillat,10.6,10.62,0.98,1.50962,46.278
Saint-Agnet,5.29,10.34,1.01,-0.27133,43.613831
Saint-Agoulin,-2.05,0.11,-2.1,3.13591,46.040279
Saint-Agrève,-2.63,-1.41,-2.99,4.4,45.01667
Saint-Aignan,2.23,3.2,2.03,1.37614,47.268921
Saint-Aignan-de-Cramesnil,4.67,5.2,4.23,-0.27801000000000003,49.07933
Saint-Aigulin,7.25,11.09,1.16,-0.01667,45.150002
Saint-Alban,4.11,9.91,2.46,1.4102000000000001,43.692699
Saint-Alban-Leysse,2.92,3.58,1.54,5.95,45.583328
Saint-Alban-de-Roche,2.72,4.05,1.44,5.22304,45.595261
Saint-Alban-sur-Limagnole,6.92,6.92,6.92,3.38793,44.780998
Saint-Alexandre,5.49,6.76,3.48,4.6208100000000005,44.227409
Saint-Alyre-d'Arlanc,-4.01,-3.93,-4.57,3.63845,45.369801
Saint-Amand,4.71,4.71,4.71,-0.96491,49.043381
Saint-Amand-Longpré,2.63,3.23,1.76,1.0169,47.690102
Saint-Amand-Montrond,0.95,1.97,-0.94,2.51667,46.716671
Saint-Amand-de-Vergt,0.13,11.72,0.07,0.69755,44.988152
Saint-Amand-en-Puisaye,1.43,2.76,-1.14,3.074,47.52914
Saint-Amand-les-Eaux,6.07,7.23,4.88,3.428,50.447701
Saint-Amand-sur-Sèvre,4.6,4.65,2.76,-0.8,46.866669
Saint-Amans-Soult,4.43,8.39,4.15,2.49076,43.476971
Saint-Amans-Valtoret,4.74,8.58,4.62,2.49095,43.480709
Saint-Amant-Roche-Savine,-5.04,-4.36,-5.27,3.63193,45.573971
Saint-Amant-Tallende,-1.77,-1.7,-1.83,3.1101,45.668388
Saint-Amant-de-Boixe,2.31,12.4,2.21,0.13524,45.797901
Saint-Amarin,0.64,2.49,-2.05,7.03193,47.873348
Saint-Ambroix,4.62,6.51,4.14,4.19833,44.25893
Saint-Amour,0.4,4.55,-0.48,5.3441600000000005,46.436378
Saint-Amé,-1.31,1.62,-2.56,6.66667,48.033329
Saint-Andiol,5.56,10.61,4.85,4.94453,43.834839
Saint-André,9.11,13.03,8.66,2.97187,42.5494
Saint-André-Treize-Voies,4.55,5.3,3.83,-1.41667,46.933331
Saint-André-d'Allas,-0.23,7.23,-0.23,1.18333,44.883331
Saint-André-d'Hébertot,4.5,6.27,4.05,0.27473000000000003,49.312302
Saint-André-de-Bohon,7.3,7.82,5.35,-1.2522600000000002,49.235001
Saint-André-de-Briouze,3.9,3.94,3.86,-0.32772,48.728802
Saint-André-de-Corcy,1.65,3.36,-0.36,4.95,45.916672
Saint-André-de-Double,2.71,12.18,0.65,0.31667,45.150002
Saint-André-de-Messei,4.1,4.1,4.1,-0.5233300000000001,48.694759
Saint-André-de-Sangonis,6.81,6.84,4.66,3.5,43.650002
Saint-André-de-Seignanx,7.64,11.56,6.72,-1.351,43.557301
Saint-André-de-l'Épine,4.42,6.94,4.32,-1.01261,49.138802
Saint-André-de-la-Marche,3.88,5.69,3.43,-1.0,47.099998
Saint-André-de-la-Roche,11.29,14.84,6.77,7.2881,43.740002
Saint-André-des-Eaux,4.88,6.18,3.94,-2.3166700000000002,47.316669
Saint-André-du-Bois,7.12,8.2,0.62,-0.18234,44.604198
Saint-André-le-Coq,-0.97,1.17,-1.0,3.3099,45.964377999999996
Saint-André-le-Gaz,2.38,2.91,0.96,5.53333,45.549999
Saint-André-le-Puy,-0.17,1.95,-0.81,4.26667,45.650002
Saint-André-les-Vergers,4.04,7.27,4.02,4.05,48.283329
Saint-André-lez-Lille,6.54,7.22,5.53,3.0446,50.660099
Saint-André-sur-Orne,5.27,5.41,4.76,-0.38333,49.116669
Saint-André-sur-Vieux-Jonc,1.35,2.68,-0.38,5.06667,46.150002
Saint-Andéol-le-Château,1.18,3.15,-0.56,4.7,45.583328
Saint-Angel,-3.14,-3.14,-3.14,2.93479,45.99485
Saint-Antoine-Cumond,7.82,12.58,0.97,0.2,45.26667
Saint-Antoine-d'Auberoche,7.1,11.58,-0.12,0.9439900000000001,45.141899
Saint-Antoine-de-Breuilh,2.42,8.74,1.21,0.16667,44.833328
Saint-Antoine-de-Ficalba,0.46,7.48,-0.03,0.71821,44.332142
Saint-Antoine-du-Queyret,4.11,8.21,0.67,0.00996,44.763699
Saint-Antoine-du-Rocher,3.0,7.42,2.61,0.62997,47.496769
Saint-Antoine-lAbbaye,2.53,3.08,1.18,5.21667,45.166672
Saint-Antoine-sur-l'Isle,1.09,6.22,1.09,0.05,45.033329
Saint-Apollinaire,4.15,7.33,0.8,5.08333,47.333328
Saint-Armel,4.22,5.92,3.96,-1.59152,48.01305
Saint-Armou,6.66,9.92,0.7,-0.30000000000000004,43.416672
Saint-Arnoult,5.04,6.27,4.05,0.67117,49.52676
Saint-Arnoult-en-Yvelines,4.83,5.51,3.53,1.9395,48.57111
Saint-Astier,4.39,12.37,0.84,0.52898,45.145821
Saint-Aubert,5.23,6.35,4.11,3.4172700000000003,50.20805
Saint-Aubin,5.32,8.97,0.08,5.32666,47.03336
Saint-Aubin-Lébizay,4.45,5.15,4.1,0.00252,49.203812
Saint-Aubin-Routot,4.68,6.35,4.19,0.32602000000000003,49.523411
Saint-Aubin-d'Appenai,6.86,6.92,6.79,0.33881,48.536251
Saint-Aubin-d'Arquenay,5.12,5.69,4.7,-0.28972000000000003,49.263081
Saint-Aubin-de-Blaye,3.77,6.33,2.96,-0.5599700000000001,45.267262
Saint-Aubin-de-Bonneval,4.36,4.59,3.55,0.37877000000000005,48.941219
Saint-Aubin-de-Branne,5.87,8.51,0.89,-0.17173000000000002,44.808609
Saint-Aubin-de-Cadelech,0.86,8.33,0.4,0.48079000000000005,44.693031
Saint-Aubin-de-Courteraie,4.7,4.74,4.66,0.43952,48.61002
Saint-Aubin-de-Médoc,5.54,6.23,3.79,-0.7246,44.9118
Saint-Aubin-de-Terregatte,5.87,6.12,3.73,-1.29993,48.57605
Saint-Aubin-des-Bois,4.38,5.36,4.02,1.35784,48.465481
Saint-Aubin-des-Châteaux,4.18,5.31,3.63,-1.48333,47.716671
Saint-Aubin-des-Ormeaux,4.38,4.81,3.24,-1.04274,46.992378
Saint-Aubin-des-Préaux,5.91,7.27,5.57,-1.5082200000000001,48.804661
Saint-Aubin-du-Cormier,3.84,5.82,3.5,-1.40252,48.25843
Saint-Aubin-du-Perron,7.07,7.42,4.94,-1.3697,49.143398
Saint-Aubin-en-Bray,4.1,6.19,3.47,1.87782,49.420509
Saint-Aubin-le-Cloud,3.46,4.18,2.25,-0.35258,46.65308
Saint-Aubin-lès-Elbeuf,6.06,6.96,4.8,1.01667,49.299999
Saint-Aubin-sur-Algot,4.62,5.34,4.29,0.08864000000000001,49.1301
Saint-Aubin-sur-Gaillon,5.25,6.47,3.82,1.32914,49.146999
Saint-Aubin-sur-Mer,5.43,5.58,4.88,-0.38696,49.327862
Saint-Aubin-sur-Scie,6.0,8.11,4.56,1.06823,49.87162
Saint-Augustin,4.73,6.48,3.53,3.03016,48.783329
Saint-Aulaye,2.35,12.36,0.82,0.13333,45.200001
Saint-Aunès,6.4,7.4,4.79,3.96667,43.633331
Saint-Aupre,1.67,2.42,-0.31,5.66667,45.383331
Saint-Austremoine,6.24,6.7,5.78,3.37039,45.120689
Saint-Avertin,3.14,3.18,2.76,0.7399300000000001,47.363571
Saint-Avit,1.43,8.3,-3.67,0.21262000000000003,44.56778
Saint-Avit-Sénieur,0.39,0.55,0.29,0.8165800000000001,44.775051
Saint-Avit-de-Soulège,3.83,8.29,0.72,0.15,44.633331
Saint-Avit-de-Vialard,6.38,11.6,0.06,0.8676100000000001,44.943649
Saint-Avold,4.12,5.44,2.77,6.70064,49.102699
Saint-Avé,5.11,6.47,4.5,-2.75,47.683331
Saint-Ay,3.08,4.86,1.92,1.75137,47.858897999999996
Saint-Babel,-2.53,-2.41,-2.64,3.30079,45.59634
Saint-Baldoph,3.02,3.48,1.69,5.95217,45.5312
Saint-Barnabé,4.79,5.79,3.9,-2.7,48.133331
Saint-Barthélemy-d'Agenais,4.66,11.33,0.84,0.36667000000000005,44.51667
Saint-Barthélemy-de-Bellegarde,6.7,12.24,0.58,0.2,45.066669
Saint-Barthélemy-de-Bussière,9.97,11.06,0.88,0.7550800000000001,45.640251
Saint-Barthélemy-de-Vals,3.38,4.2,2.21,4.86667,45.166672
Saint-Baudelle,4.88,4.9,4.87,-0.6372800000000001,48.280811
Saint-Bauzille-de-Putois,5.79,6.76,5.12,3.7358000000000002,43.894539
Saint-Beauzire,-3.39,-3.39,-3.39,3.2671900000000003,45.274948
Saint-Benoît,3.31,4.66,2.74,0.33333,46.549999
Saint-Benoît-de-Carmaux,7.2,9.03,4.58,2.13333,44.049999
Saint-Benoît-sur-Loire,3.01,3.31,2.57,2.3,47.816669
Saint-Berain-sous-Sanvignes,3.04,3.51,0.33,4.29405,46.706779
Saint-Berthevin,4.95,4.98,3.5,-0.83333,48.066669
Saint-Bon-Tarentaise,5.4,6.35,-3.37,6.63686,45.433731
Saint-Bonnet,0.68,4.07,-1.4,3.35,46.566669
Saint-Bonnet-de-Bellac,11.32,11.35,2.45,0.9551100000000001,46.167992
Saint-Bonnet-de-Mure,2.28,4.02,0.73,5.02026,45.699581
Saint-Bonnet-de-Rochefort,-1.06,1.05,-1.06,3.13791,46.146481
Saint-Bonnet-de-Salers,3.27,4.9,3.27,2.46667,45.166672
Saint-Bonnet-en-Champsaur,4.45,4.59,4.3,6.08333,44.683331
Saint-Bonnet-le-Bourg,-5.08,-4.51,-5.17,3.60866,45.43399
Saint-Bonnet-le-Chastel,-4.57,-4.1,-4.57,3.63361,45.45079
Saint-Bonnet-le-Château,-3.92,-2.15,-4.0,4.06667,45.416672
Saint-Bonnet-les-Oules,-1.21,1.31,-1.73,4.33145,45.5425
Saint-Bonnet-près-Riom,-1.33,0.8,-1.34,3.1,45.933331
Saint-Branchs,3.06,4.34,1.92,0.7730600000000001,47.226551
Saint-Brandan,4.06,6.26,2.06,-2.86875,48.390079
Saint-Brevin-les-Pins,4.96,5.83,4.12,-2.16667,47.25
Saint-Briac-sur-Mer,5.69,7.6,3.49,-2.13435,48.621891
Saint-Brice,5.18,11.35,0.86,-0.28333,45.683331
Saint-Brice-Courcelles,3.55,8.03,3.09,3.98333,49.26667
Saint-Brice-de-Landelles,4.51,5.4,3.1,-1.15259,48.532791
Saint-Brice-en-Coglès,4.39,5.73,3.57,-1.3663,48.410999
Saint-Brice-sous-Forêt,4.67,5.99,3.79,2.36667,49.0
Saint-Brice-sur-Vienne,11.35,11.64,1.49,0.9559400000000001,45.878521
Saint-Brieuc,5.16,6.85,2.97,-2.7833300000000003,48.51667
Saint-Brieuc-des-Iffs,4.91,5.95,3.12,-1.85061,48.291729
Saint-Bris-le-Vineux,2.29,3.64,2.29,3.63333,47.75
Saint-Brisson-sur-Loire,2.53,3.65,1.11,2.68229,47.646858
Saint-Broladre,5.92,6.33,3.28,-1.65768,48.586769
Saint-Brès,6.8,7.65,4.96,4.0301,43.667099
Saint-Bérain,4.71,4.71,4.7,3.63321,45.032791
Saint-Béron,3.18,3.66,1.49,5.71667,45.5
Saint-Bômer-les-Forges,3.97,4.15,3.97,-0.6329300000000001,48.6441
Saint-Calais,3.78,7.95,2.56,0.74587,47.9221
Saint-Cannat,5.97,10.21,3.88,5.2969,43.620892
Saint-Caprais-de-Blaye,3.56,6.83,2.96,-0.5615800000000001,45.28503
Saint-Caprais-de-Bordeaux,5.81,8.88,3.63,-0.43192,44.74786
Saint-Caprais-de-Lerm,8.11,11.1,7.26,0.74509,44.213539
Saint-Capraise-d'Eymet,0.62,8.54,0.32,0.5040100000000001,44.708832
Saint-Capraise-de-Lalinde,0.82,1.0,0.64,0.6540900000000001,44.8423
Saint-Caradec,5.33,6.07,4.21,-2.8438600000000003,48.19429
Saint-Carreuc,4.07,6.3,2.34,-2.73056,48.398891
Saint-Cassien,2.85,3.28,1.23,5.55321,45.359711
Saint-Cast-le-Guildo,6.02,7.65,5.51,-2.25777,48.63028
Saint-Castin,6.55,9.66,1.64,-0.30000000000000004,43.383331
Saint-Cergues,1.82,3.07,-0.57,6.31954,46.23349
Saint-Cernin,2.02,5.86,-0.08,2.42232,45.057301
Saint-Chaffrey,2.87,5.53,-3.74,6.60768,44.925549
Saint-Chamant,1.9,5.68,-0.13,2.43884,45.091
Saint-Chamas,6.38,11.44,5.12,5.03324,43.549461
Saint-Chamassy,0.36,0.54,0.18,0.9277400000000001,44.872829
Saint-Chamond,-0.06,2.77,-0.94,4.52541,45.473652
Saint-Chaptes,6.66,7.35,4.73,4.27812,43.971722
Saint-Chef,2.51,3.36,0.38,5.36518,45.633839
Saint-Chinian,4.04,6.99,3.79,2.9464300000000003,43.422379
Saint-Christo-en-Jarez,-2.62,-0.45,-3.86,4.48474,45.543159
Saint-Christol,6.61,7.39,4.81,4.07991,43.72805
Saint-Christol-lès-Alès,5.96,6.95,4.32,4.08333,44.083328
Saint-Christoly-de-Blaye,5.65,6.88,2.88,-0.5076,45.131779
Saint-Christophe-Vallon,6.97,8.52,3.37,2.41184,44.470718
Saint-Christophe-de-Chaulieu,3.5,3.58,3.42,-0.8194800000000001,48.74646
Saint-Christophe-du-Bois,4.36,6.29,3.55,-0.9444100000000001,47.030121
Saint-Christophe-du-Foc,7.65,9.03,6.73,-1.73929,49.557259
Saint-Christophe-du-Ligneron,4.63,5.21,3.77,-1.76586,46.82478
Saint-Christophe-le-Jajolet,4.33,4.33,4.33,0.009710000000000002,48.6651
Saint-Christophe-les-Gorges,2.85,6.69,1.54,2.29306,45.103062
Saint-Christophe-sur-Dolaison,4.7,4.7,4.7,3.81954,44.99625
Saint-Christophe-sur-le-Nais,4.27,8.18,3.21,0.47801000000000005,47.617199
Saint-Chéron,5.32,6.66,3.13,2.11667,48.549999
Saint-Cibard,1.94,9.05,0.99,-0.01667,44.933331
Saint-Ciers-d'Abzac,5.71,6.68,0.99,-0.26667,45.033329
Saint-Ciers-de-Canesse,5.74,6.83,2.9,-0.60904,45.083569
Saint-Ciers-sur-Gironde,3.65,6.85,2.97,-0.60794,45.288551
Saint-Cirgues-de-Malbert,2.71,6.94,0.53,2.37033,45.074921
Saint-Clair-de-Halouze,4.12,4.12,4.12,-0.62719,48.6791
Saint-Clair-de-la-Tour,2.46,3.14,0.97,5.48332,45.573429
Saint-Clair-du-Rhône,2.9,4.4,1.92,4.78333,45.433331
Saint-Claud,2.79,11.63,1.78,0.46454000000000006,45.89526
Saint-Claude,2.62,3.81,-1.69,5.8643,46.39164
Saint-Claude-de-Diray,3.16,4.03,2.0,1.41798,47.616508
Saint-Cloud,5.02,6.34,3.57,2.20289,48.845982
Saint-Clément,1.54,6.75,-5.96,1.6833300000000002,45.333328
Saint-Clément-de-Rivière,6.32,7.21,4.47,3.8474,43.6833
Saint-Clément-de-Régnat,-0.99,1.14,-1.02,3.29727,45.999668
Saint-Clément-de-la-Place,5.25,6.52,3.9,-0.75,47.533329
Saint-Clément-des-Levées,5.35,6.73,3.53,-0.18333000000000002,47.333328
Saint-Contest,4.96,5.1,4.43,-0.40221,49.214008
Saint-Cosme-en-Vairais,8.05,8.06,3.32,0.46667000000000003,48.26667
Saint-Coulomb,5.9,7.57,3.38,-1.91092,48.674648
Saint-Crespin,5.11,6.2,4.67,0.04737,49.090401
Saint-Crespin-sur-Moine,3.82,5.16,3.7,-1.18651,47.099682
Saint-Cricq-Chalosse,5.72,8.65,1.39,-0.68476,43.654282
Saint-Cricq-Villeneuve,3.76,8.99,1.68,-0.35445000000000004,43.890789
Saint-Cricq-du-Gave,8.39,9.31,3.27,-1.01439,43.534382
Saint-Crépin-Ibouvillers,4.5,5.67,3.76,2.0666700000000002,49.26667
Saint-Crépin-de-Richemont,2.74,11.65,0.38,0.60018,45.417278
Saint-Crépin-et-Carlucet,5.39,5.39,-0.4,1.26667,44.966671
Saint-Cybardeaux,4.88,5.4,2.21,-0.028770000000000004,45.768311
Saint-Cybranet,0.68,0.82,0.53,1.16978,44.78772
Saint-Cyprien,3.04,10.73,-0.85,4.23311,45.533749
Saint-Cyprien-Plage,9.07,10.79,8.52,3.03333,42.63229
Saint-Cyr,2.03,2.96,0.73,4.73074,45.25243
Saint-Cyr-du-Bailleul,4.66,4.66,4.66,-0.7999600000000001,48.56601
Saint-Cyr-du-Gault,3.01,3.11,1.74,1.02994,47.621059
Saint-Cyr-du-Ronceray,4.72,5.37,3.84,0.29777000000000003,49.052952
Saint-Cyr-en-Bourg,5.17,6.64,3.36,-0.06085000000000001,47.195202
Saint-Cyr-en-Val,3.46,3.93,1.9,1.96672,47.831821
Saint-Cyr-l'École,4.97,6.07,3.45,2.0666700000000002,48.799999
Saint-Cyr-la-Rosière,7.29,7.79,2.94,0.6413700000000001,48.33123
Saint-Cyr-sous-Dourdan,5.43,6.67,3.81,2.03333,48.566669
Saint-Cyr-sur-Loire,3.17,8.09,3.14,0.6666700000000001,47.400002
Saint-Cyr-sur-Menthon,1.83,3.61,0.55,4.97229,46.27549
Saint-Cyr-sur-Mer,12.18,14.08,4.27,5.70914,43.183521
Saint-Cyr-sur-Morin,5.58,6.85,3.94,3.18016,48.906639
Saint-Cyr-sur-le-Rhône,2.42,3.83,1.61,4.85,45.51667
Saint-Céré,7.1,9.72,4.01,1.9,44.866669
Saint-Cézaire-sur-Siagne,9.44,13.46,5.98,6.8,43.650002
Saint-Côme-de-Fresné,5.36,5.48,4.82,-0.60636,49.334061
Saint-Côme-du-Mont,7.55,7.7,5.27,-1.27285,49.335949
Saint-Denis,3.19,6.75,-1.07,2.36667,48.933331
Saint-Denis-Combarnazat,-0.55,2.5,-0.95,3.33359,45.96521
Saint-Denis-d'Oléron,4.05,4.05,4.05,-1.38333,46.033329
Saint-Denis-de-Cabanne,2.21,3.71,-0.79,4.21091,46.173481
Saint-Denis-de-Gastines,4.19,4.19,4.18,-0.8586900000000001,48.342098
Saint-Denis-de-Mailloc,4.96,6.46,3.9,0.31206,49.092449
Saint-Denis-de-Méré,4.4,4.4,4.4,-0.5173300000000001,48.86974
Saint-Denis-de-Pile,6.07,6.97,1.28,-0.2,45.0
Saint-Denis-en-Bugey,1.9,4.56,0.66,5.32808,45.948898
Saint-Denis-en-Val,3.46,3.95,1.92,1.96601,47.873211
Saint-Denis-la-Chevasse,4.95,5.15,3.73,-1.3575,46.822731
Saint-Denis-le-Gast,6.73,7.07,4.73,-1.32929,48.940239
Saint-Denis-le-Vêtu,7.1,7.43,5.94,-1.40381,48.986431
Saint-Denis-les-Ponts,3.45,5.29,3.1,1.29764,48.066921
Saint-Denis-lès-Bourg,1.17,3.43,0.31,5.2,46.200001
Saint-Denis-sur-Huisne,7.54,7.57,4.36,0.54332,48.469471
Saint-Denis-sur-Sarthon,7.39,7.43,4.36,-0.0472,48.453201
Saint-Didier,4.65,6.47,3.73,5.11053,44.004238
Saint-Didier-de-Formans,1.94,3.38,-0.07,4.7848500000000005,45.953609
Saint-Didier-de-la-Tour,2.83,3.31,1.62,5.48314,45.555481
Saint-Didier-en-Donjon,2.56,3.84,1.43,3.85969,46.388088
Saint-Didier-en-Velay,-3.76,-0.22,-3.89,4.27561,45.302341
Saint-Didier-sous-Riverie,-0.43,2.52,-2.08,4.6065000000000005,45.59626
Saint-Didier-sous-Écouves,6.83,6.83,6.83,-0.036480000000000005,48.536621
Saint-Didier-sur-Chalaronne,2.52,4.43,0.7,4.81719,46.177509
Saint-Didier-sur-Doulon,-3.46,-2.57,-3.89,3.53956,45.30114
Saint-Dizier,6.02,6.46,4.23,4.95,48.633331
Saint-Dizier-en-Diois,-1.83,0.32,-2.24,5.4779,44.515591
Saint-Dié-des-Vosges,1.93,3.16,-0.23,6.95,48.283329
Saint-Dolay,5.55,6.24,4.37,-2.15466,47.544762
Saint-Domineuc,6.38,7.15,4.5,-1.8754400000000002,48.37191
Saint-Donan,4.88,6.51,2.51,-2.88442,48.469582
Saint-Doulchard,2.21,3.16,1.92,2.352,47.10371
Saint-Drézéry,7.46,7.8,5.47,3.98333,43.73333
Saint-Dyé-sur-Loire,3.44,4.23,2.96,1.48333,47.650002
Saint-Désir,5.3,6.05,4.52,0.21667000000000003,49.150002
Saint-Désiré,0.77,1.94,0.76,2.43105,46.498291
Saint-Ellier-les-Bois,6.71,6.75,6.66,-0.09403,48.513901
Saint-Ennemond,1.09,4.14,-0.35,3.42247,46.675991
Saint-Erblon,5.34,6.45,5.03,-1.65162,48.018951
Saint-Erme-Outre-et-Ramecourt,3.79,7.83,3.78,3.8406000000000002,49.514641
Saint-Esteben,8.71,12.08,6.22,-1.2086000000000001,43.337921
Saint-Estèphe,6.14,8.07,4.06,-0.7714000000000001,45.264599
Saint-Estève,9.75,14.04,7.46,2.843,42.7131
Saint-Etienne,-2.11,0.35,-2.38,4.4,45.433331
Saint-Etienne-de-Cuines,1.11,9.85,0.42,6.28333,45.349998
Saint-Etienne-de-Tulmont,4.3,10.15,4.27,1.4666700000000001,44.049999
Saint-Eustache-la-Forêt,5.2,6.93,4.88,0.46667000000000003,49.549999
Saint-Eusèbe,2.67,4.13,0.21,4.46667,46.716671
Saint-Evroult-Notre-Dame-du-Bois,4.63,5.2,4.24,0.46667000000000003,48.799999
Saint-Fargeau,2.57,2.8,2.07,3.07066,47.641331
Saint-Fargeau-Ponthierry,5.61,6.66,4.57,2.5284,48.557129
Saint-Fargeol,-2.48,-2.47,-2.48,2.62871,46.138378
Saint-Faust,8.49,11.73,1.52,-0.45,43.26667
Saint-Ferme,6.23,9.32,1.68,0.05876000000000001,44.693588
Saint-Ferréol-d'Auroure,-3.0,-0.25,-3.16,4.25558,45.355881
Saint-Ferréol-des-Côtes,-2.73,-2.34,-3.58,3.7070600000000002,45.52874
Saint-Fiacre-sur-Maine,5.7,6.52,4.79,-1.41714,47.142551
Saint-Florent,13.05,14.44,12.01,9.30396,42.681499
Saint-Florent-des-Bois,6.07,6.24,4.79,-1.3158,46.593769
Saint-Florent-le-Vieil,5.53,6.82,5.01,-1.01515,47.360691
Saint-Florent-sur-Auzonnet,5.93,6.14,5.75,4.11252,44.240318
Saint-Florent-sur-Cher,2.15,3.14,1.86,2.25076,46.995522
Saint-Florentin,4.97,5.04,3.11,3.7248900000000003,48.000568
Saint-Flour,5.42,5.44,-0.13,3.08333,45.033329
Saint-Folquin,7.58,8.34,6.0,2.12433,50.944729
Saint-Fons,2.49,4.67,0.17,4.86057,45.708801
Saint-Forgeux,0.4,2.36,-1.58,4.47486,45.859791
Saint-Fort,5.81,8.23,4.74,-0.7209500000000001,47.799278
Saint-Fraimbault,5.68,5.71,5.65,-0.7000000000000001,48.48333
Saint-Fromond,5.38,7.81,5.35,-1.08979,49.22068
Saint-Front-d'Alemps,6.79,11.58,1.25,0.7808200000000001,45.32383
Saint-Front-la-Rivière,6.22,11.74,2.74,0.7274600000000001,45.471691
Saint-Front-sur-Lémance,1.6,1.69,1.58,0.97301,44.57439
Saint-Front-sur-Nizonne,3.82,11.38,2.51,0.63688,45.480579
Saint-Fulgent,6.0,6.08,4.65,-1.17798,46.852261
Saint-Fulgent-des-Ormes,8.07,8.07,8.06,0.4471,48.31805
Saint-Félicien,1.99,2.76,1.66,4.63333,45.083328
Saint-Félix,5.76,9.23,2.23,5.96667,45.799999
Saint-Félix-Lauragais,7.47,9.88,3.97,1.9,43.450001
Saint-Félix-de-Bourdeilles,3.21,11.32,1.04,0.56667,45.416672
Saint-Félix-de-Foncaude,9.21,9.51,1.84,-0.12050000000000001,44.649609
Saint-Félix-de-Villadeix,1.47,1.52,1.42,0.6825300000000001,44.924221
Saint-Gabriel-Brécy,5.32,5.8,5.31,-0.56425,49.276649
Saint-Gal-sur-Sioule,-1.36,0.95,-1.56,3.00926,46.11108
Saint-Galmier,-0.61,1.78,-1.18,4.31743,45.591991
Saint-Gatien-des-Bois,4.92,6.66,4.5,0.18333000000000002,49.349998
Saint-Gaudens,8.26,10.81,5.6,0.73333,43.116669
Saint-Gaultier,3.32,3.33,3.31,1.41289,46.635181
Saint-Gein,6.58,9.4,5.77,-0.30060000000000003,43.835979
Saint-Gelais,5.21,5.71,4.21,-0.39084,46.382339
Saint-Gence,10.57,10.59,6.75,1.13726,45.921982
Saint-Genest-Lerpt,-1.92,0.59,-2.23,4.33622,45.44529
Saint-Genest-Malifaux,-4.46,-1.18,-4.78,4.41954,45.342339
Saint-Geneys-près-Saint-Paulien,-4.42,-4.4,-4.43,3.82239,45.161839
Saint-Gengoux-le-National,2.48,4.56,0.75,4.66261,46.614761
Saint-Genis-Laval,2.07,4.23,-0.03,4.7934,45.69558
Saint-Genis-Pouilly,2.7,3.66,-0.37,6.02119,46.243561
Saint-Genis-de-Saintonge,4.38,5.74,3.58,-0.5684800000000001,45.481071
Saint-Genis-du-Bois,8.37,9.6,1.9,-0.17365000000000003,44.702801
Saint-Genis-les-Ollières,1.69,4.04,-0.26,4.7333300000000005,45.75
Saint-Genix-sur-Guiers,3.84,4.36,2.82,5.63436,45.599659
Saint-Geniès,7.95,7.95,0.94,1.25,45.0
Saint-Geniès-Bellevue,5.33,9.58,4.68,1.48333,43.683331
Saint-Geniès-de-Comolas,6.94,8.15,4.84,4.7333300000000005,44.066669
Saint-Geniès-de-Malgoirès,7.09,7.79,6.82,4.21667,43.950001
Saint-Geniès-des-Mourgues,7.7,8.04,5.73,4.03333,43.700001
Saint-Genès-Champanelle,-4.58,-4.55,-4.62,3.01667,45.716671
Saint-Genès-Champespe,-5.41,4.57,-5.51,2.72349,45.41869
Saint-Genès-de-Blaye,6.87,8.62,4.05,-0.64071,45.161308
Saint-Genès-de-Castillon,4.53,9.52,1.9,-0.06667000000000001,44.900002
Saint-Genès-de-Fronsac,6.47,8.36,3.83,-0.35882000000000003,45.02512
Saint-Genès-de-Lombaud,7.36,9.64,4.61,-0.37203,44.75071
Saint-Genès-du-Retz,-1.16,0.96,-1.17,3.21649,46.062012
Saint-Genès-la-Tourette,-4.02,-3.44,-4.12,3.47229,45.51049
Saint-Geoire-en-Valdaine,2.52,3.08,1.21,5.63416,45.456989
Saint-Georges-Buttavent,5.66,5.77,5.56,-0.69372,48.310181
Saint-Georges-Haute-Ville,-1.15,1.4,-1.4,4.09952,45.554871
Saint-Georges-Montcocq,4.72,7.17,4.7,-1.09357,49.128071
Saint-Georges-d'Aunay,4.42,4.42,4.42,-0.68095,49.03714
Saint-Georges-d'Aurac,6.33,6.38,6.29,3.5404400000000003,45.156921
Saint-Georges-d'Elle,4.66,7.1,4.64,-0.9702400000000001,49.14846
Saint-Georges-de-Bohon,7.45,7.84,5.36,-1.2702200000000001,49.25071
